N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
890.0,방림,2165.0,20.0,+0.93%,500.0,2125.0,2165.0,2125.0
891.0,TIGER 코스닥150,14980.0,360.0,+2.46%,0.0,14865.0,15010.0,14775.0
892.0,TIGER KRX바이오K-뉴딜,5705.0,50.0,+0.88%,0.0,5665.0,5750.0,5665.0
893.0,다이나믹디자인,5300.0,395.0,+8.05%,500.0,4910.0,5600.0,4905.0
894.0,대현,2045.0,5.0,+0.25%,500.0,2040.0,2050.0,2025.0
895.0,HANARO 200 TOP10,8640.0,220.0,+2.61%,0.0,8465.0,8645.0,8465.0
896.0,화천기계,4060.0,110.0,+2.78%,500.0,3950.0,4130.0,3835.0
897.0,보락,1490.0,16.0,+1.09%,200.0,1511.0,1511.0,1480.0
898.0,조광페인트,6970.0,30.0,-0.43%,500.0,7000.0,7060.0,6830.0
899.0,미래에셋글로벌리츠,3055.0,15.0,+0.49%,1000.0,3040.0,3080.0,3000.0
900.0,동방아그로,6510.0,30.0,+0.46%,500.0,6490.0,6510.0,6420.0
901.0,TIGER 차이나CSI300레버리지(합성),16050.0,185.0,-1.14%,0.0,16250.0,16275.0,15800.0
902.0,HANARO Fn K-반도체,9300.0,210.0,+2.31%,0.0,9355.0,9415.0,9250.0
903.0,HL D&I,2310.0,5.0,+0.22%,5000.0,2335.0,2335.0,2300.0
904.0,크라운해태홀딩스,5860.0,60.0,-1.01%,500.0,5900.0,5920.0,5850.0
905.0,새론오토모티브,4530.0,70.0,+1.57%,500.0,4350.0,4530.0,4350.0
906.0,유니온,5570.0,30.0,-0.54%,500.0,5560.0,5650.0,5550.0
907.0,남광토건,8830.0,70.0,+0.80%,5000.0,8840.0,8900.0,8760.0
908.0,지엠비코리아,4550.0,25.0,+0.55%,500.0,4545.0,4630.0,4540.0
909.0,일신석재,1119.0,7.0,-0.62%,500.0,1126.0,1130.0,1117.0
910.0,다스코,4465.0,0.0,0.00%,500.0,4445.0,4470.0,4400.0
911.0,국제약품,4090.0,15.0,+0.37%,1000.0,4060.0,4100.0,4020.0
912.0,KODEX 차이나CSI300,11270.0,60.0,-0.53%,0.0,11345.0,11450.0,11210.0
913.0,엔케이,1072.0,28.0,+2.68%,500.0,1039.0,1147.0,1035.0
914.0,일성건설,1587.0,12.0,+0.76%,500.0,1562.0,1594.0,1562.0
915.0,신영와코루,9500.0,60.0,+0.64%,500.0,9370.0,9500.0,9330.0
916.0,두산2우B,95500.0,3500.0,+3.80%,5000.0,93500.0,99800.0,92600.0
917.0,동일고무벨트,6130.0,50.0,-0.81%,500.0,6130.0,6180.0,6100.0
918.0,삼호개발,3385.0,35.0,+1.04%,500.0,3350.0,3385.0,3340.0
919.0,KH 필룩스,442.0,0.0,0.00%,500.0,0.0,0.0,0.0
920.0,한신공영,7240.0,40.0,-0.55%,5000.0,7280.0,7360.0,7210.0
921.0,진양산업,6420.0,10.0,-0.16%,500.0,6410.0,6760.0,6320.0
922.0,ACE 26-06 회사채(AA-이상)액티브,10050.0,10.0,+0.10%,0.0,10045.0,10055.0,10045.0
923.0,ACE KRX금현물,11720.0,10.0,+0.09%,0.0,11755.0,11765.0,11695.0
924.0,제일연마,8300.0,300.0,+3.75%,500.0,8010.0,8390.0,7990.0
925.0,써니전자,2375.0,45.0,+1.93%,500.0,2330.0,2405.0,2320.0
926.0,TIGER 미국필라델피아반도체레버리지(합성),13510.0,625.0,+4.85%,0.0,13500.0,13510.0,13205.0
927.0,깨끗한나라,2220.0,5.0,+0.23%,1000.0,2205.0,2275.0,2200.0
928.0,화승코퍼레이션,1650.0,10.0,+0.61%,500.0,1630.0,1678.0,1626.0
929.0,사조씨푸드,4790.0,140.0,-2.84%,1000.0,5000.0,5160.0,4555.0
930.0,호전실업,8450.0,160.0,+1.93%,500.0,8240.0,8450.0,8190.0
931.0,TIGER 미국다우존스30,22600.0,210.0,-0.92%,0.0,23300.0,23300.0,22565.0
932.0,서원,1730.0,50.0,+2.98%,500.0,1671.0,1738.0,1657.0
933.0,사조오양,8710.0,70.0,+0.81%,5000.0,8640.0,9100.0,8210.0
934.0,미래에셋 레버리지 코스닥150 선물 ETN,40900.0,1750.0,+4.47%,0.0,40545.0,41140.0,40075.0
935.0,한일철강,3035.0,65.0,+2.19%,500.0,2975.0,3060.0,2975.0
936.0,마니커,1274.0,68.0,-5.07%,500.0,1353.0,1368.0,1250.0
937.0,TIGER 미국달러SOFR금리액티브(합성),50195.0,660.0,-1.30%,0.0,50530.0,50530.0,50135.0
938.0,평화산업,1465.0,38.0,+2.66%,500.0,1437.0,1505.0,1435.0
939.0,TIGER 미국나스닥100TR(H),12735.0,295.0,+2.37%,0.0,12690.0,12750.0,12675.0
940.0,대원전선,1114.0,2.0,-0.18%,500.0,1125.0,1126.0,1109.0
941.0,KODEX 미국메타버스나스닥액티브,8400.0,265.0,+3.26%,0.0,8270.0,8430.0,8270.0
942.0,상상인증권,734.0,1.0,+0.14%,1000.0,734.0,740.0,721.0
943.0,삼성공조,9740.0,40.0,-0.41%,500.0,9770.0,9800.0,9720.0
944.0,KBSTAR 대형고배당10TR,16480.0,300.0,+1.85%,0.0,16355.0,16510.0,16355.0
945.0,KODEX 한국대만IT프리미어,19245.0,250.0,+1.32%,0.0,19235.0,19345.0,19120.0
946.0,유유제약,4630.0,10.0,+0.22%,1000.0,4620.0,4670.0,4605.0
947.0,명문제약,2320.0,15.0,+0.65%,500.0,2300.0,2335.0,2290.0
948.0,TIGER 200 중공업,3680.0,15.0,-0.41%,0.0,3690.0,3715.0,3630.0
949.0,KODEX 은선물(H),4655.0,110.0,+2.42%,0.0,4670.0,4680.0,4655.0
950.0,남성,2170.0,10.0,+0.46%,500.0,2170.0,2205.0,2155.0
951.0,신한 레버리지 은 선물 ETN(H),7805.0,335.0,+4.48%,0.0,7870.0,7890.0,7805.0
952.0,플레이그램,610.0,23.0,+3.92%,100.0,583.0,612.0,582.0
953.0,대동전자,7360.0,250.0,-3.29%,500.0,7550.0,7600.0,7230.0
954.0,TIGER 화장품,2515.0,40.0,+1.62%,0.0,2475.0,2530.0,2455.0
955.0,TRUE 나스닥 100 ETN,15360.0,240.0,+1.59%,0.0,15375.0,15375.0,15360.0
956.0,화천기공,34900.0,100.0,+0.29%,5000.0,34650.0,34900.0,34550.0
957.0,화승알앤에이,4035.0,55.0,+1.38%,500.0,3980.0,4050.0,3955.0
958.0,한솔홈데코,950.0,3.0,-0.31%,1000.0,956.0,960.0,950.0
959.0,휴니드,5420.0,40.0,-0.73%,5000.0,5430.0,5480.0,5380.0
960.0,에이엔피,1695.0,15.0,+0.89%,500.0,1680.0,1717.0,1675.0
961.0,TIGER 200선물레버리지,12420.0,315.0,+2.60%,0.0,12320.0,12445.0,12275.0
962.0,유성기업,2910.0,15.0,+0.52%,500.0,2895.0,2940.0,2880.0
963.0,ARIRANG 신흥국MSCI(합성 H),8880.0,140.0,+1.60%,0.0,8820.0,8900.0,8820.0
964.0,TRUE S&P500 선물 ETN,15080.0,115.0,+0.77%,0.0,15090.0,15090.0,15080.0
965.0,삼화전자,6210.0,160.0,+2.64%,1000.0,6060.0,6240.0,6060.0
966.0,이건산업,6860.0,40.0,-0.58%,5000.0,6850.0,6900.0,6840.0
967.0,청호ICT,2490.0,0.0,0.00%,500.0,0.0,0.0,0.0
968.0,서울식품,200.0,1.0,-0.50%,100.0,200.0,202.0,200.0
969.0,오리엔트바이오,632.0,1.0,+0.16%,500.0,630.0,639.0,627.0
970.0,상신브레이크,3485.0,20.0,-0.57%,500.0,3500.0,3540.0,3485.0
971.0,NH프라임리츠,3990.0,5.0,+0.13%,500.0,4025.0,4060.0,3950.0
972.0,마스턴프리미어리츠,2795.0,25.0,+0.90%,1000.0,2770.0,2800.0,2755.0
973.0,유한양행우,62800.0,100.0,-0.16%,1000.0,60800.0,63200.0,60800.0
974.0,대우부품,1500.0,5.0,-0.33%,500.0,1505.0,1514.0,1500.0
975.0,천일고속,51300.0,200.0,-0.39%,5000.0,51000.0,52000.0,51000.0
976.0,SH에너지화학,658.0,13.0,+2.02%,500.0,645.0,658.0,645.0
977.0,보해양조,525.0,2.0,-0.38%,500.0,527.0,531.0,520.0
978.0,KC그린홀딩스,3255.0,5.0,-0.15%,500.0,3230.0,3320.0,3215.0
979.0,까뮤이앤씨,1615.0,7.0,-0.43%,500.0,1606.0,1640.0,1606.0
980.0,삼화왕관,33800.0,50.0,+0.15%,5000.0,33750.0,34100.0,33550.0
981.0,KODEX 미국종합채권SRI액티브(H),95780.0,705.0,+0.74%,0.0,95725.0,95800.0,95690.0
982.0,신한 인버스 2X 코스닥 150 선물 ETN,7265.0,365.0,-4.78%,0.0,7400.0,7480.0,7225.0
983.0,ACE G2전기차&자율주행액티브,9095.0,50.0,+0.55%,0.0,9050.0,9120.0,9030.0
984.0,DSR,4515.0,55.0,+1.23%,500.0,4460.0,4530.0,4450.0
985.0,한세엠케이,2395.0,40.0,+1.70%,500.0,2355.0,2410.0,2355.0
986.0,동양피스톤,5460.0,90.0,+1.68%,500.0,5370.0,5520.0,5370.0
987.0,혜인,5650.0,90.0,+1.62%,500.0,5560.0,5820.0,5540.0
988.0,ACE 미국WideMoat가치주,21120.0,45.0,-0.21%,0.0,21410.0,21410.0,21120.0
989.0,SK우,126800.0,100.0,-0.08%,200.0,127200.0,127500.0,126600.0
990.0,TIGER 테슬라채권혼합Fn,11175.0,60.0,+0.54%,0.0,11245.0,11250.0,11145.0
991.0,우진플라임,3565.0,35.0,+0.99%,500.0,3530.0,3615.0,3495.0
992.0,인터지스,2390.0,0.0,0.00%,500.0,2385.0,2390.0,2360.0
993.0,KODEX 200IT TR,11985.0,290.0,+2.48%,0.0,12015.0,12065.0,11985.0
994.0,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),28275.0,565.0,+2.04%,0.0,28160.0,28295.0,28155.0
995.0,쌍방울,269.0,0.0,0.00%,500.0,0.0,0.0,0.0
996.0,ACE 25-06 회사채(AA-이상)액티브,10075.0,5.0,+0.05%,0.0,10075.0,10080.0,10070.0
997.0,신한 WTI원유 선물 ETN(H),7000.0,105.0,-1.48%,0.0,7010.0,7010.0,6980.0
998.0,세원정공,6990.0,10.0,+0.14%,500.0,6980.0,7050.0,6960.0
999.0,SOL 미국배당다우존스(H),10400.0,80.0,+0.78%,0.0,10380.0,10410.0,10355.0
1000.0,코오롱인더우,25100.0,250.0,-0.99%,5000.0,25400.0,25550.0,25050.0
1001.0,TIGER 미국배당+7%프리미엄다우존스,10295.0,100.0,-0.96%,0.0,10405.0,10425.0,10275.0
1002.0,하이스틸,3415.0,50.0,+1.49%,500.0,3370.0,3445.0,3360.0
1003.0,부산산업,65200.0,700.0,+1.09%,5000.0,65500.0,65700.0,64600.0
1004.0,조비,13200.0,40.0,-0.30%,5000.0,13280.0,13280.0,13130.0
1005.0,우성,22150.0,50.0,-0.23%,5000.0,22200.0,22250.0,21800.0
1006.0,TIGER 미국S&P500레버리지(합성 H),28950.0,825.0,+2.93%,0.0,28790.0,29000.0,28785.0
1007.0,하이트론,2470.0,0.0,0.00%,500.0,0.0,0.0,0.0
1008.0,한익스프레스,5660.0,180.0,-3.08%,500.0,5810.0,5870.0,5640.0
1009.0,인디에프,904.0,1.0,-0.11%,500.0,906.0,915.0,903.0
1010.0,한화솔루션우,26350.0,100.0,+0.38%,5000.0,26250.0,26500.0,26200.0
1011.0,핸즈코퍼레이션,3085.0,10.0,+0.33%,500.0,3070.0,3105.0,3040.0
1012.0,KC코트렐,1855.0,35.0,+1.92%,500.0,1821.0,1875.0,1818.0
1013.0,아모레G우,10440.0,220.0,+2.15%,500.0,10160.0,10560.0,10160.0
1014.0,영보화학,3355.0,10.0,-0.30%,500.0,3365.0,3390.0,3330.0
1015.0,SG글로벌,1488.0,65.0,+4.57%,500.0,1422.0,1488.0,1412.0
1016.0,부국철강,3345.0,10.0,+0.30%,500.0,3335.0,3395.0,3310.0
1017.0,영흥,657.0,5.0,+0.77%,500.0,652.0,657.0,643.0
1018.0,한솔로지스틱스,2405.0,5.0,-0.21%,500.0,2410.0,2435.0,2380.0
1019.0,TIGER 국채3년,105530.0,50.0,+0.05%,0.0,105595.0,105660.0,105530.0
1020.0,히어로즈 종합채권(AA-이상)액티브,98950.0,245.0,+0.25%,0.0,98890.0,98950.0,98890.0
1021.0,모나미,3500.0,270.0,-7.16%,1000.0,3555.0,3800.0,3330.0
1022.0,KODEX 아시아반도체공급망exChina액티브,13040.0,290.0,+2.27%,0.0,12790.0,13250.0,12790.0
1023.0,CS홀딩스,56900.0,100.0,+0.18%,5000.0,56800.0,57100.0,56400.0
1024.0,케이비아이동국실업,587.0,3.0,+0.51%,500.0,587.0,591.0,580.0
1025.0,TIMEFOLIO Kstock액티브,8805.0,160.0,+1.85%,0.0,8735.0,8830.0,8735.0
1026.0,TIGER 미국채30년스트립액티브(합성 H),46970.0,1405.0,+3.08%,0.0,46825.0,47000.0,46725.0
1027.0,시디즈,32500.0,250.0,-0.76%,500.0,32750.0,32900.0,32350.0
1028.0,TIGER 미국투자등급회사채액티브(H),49435.0,550.0,+1.13%,0.0,49470.0,49495.0,49385.0
1029.0,한국종합기술,5890.0,60.0,+1.03%,500.0,5810.0,5950.0,5810.0
1030.0,DSR제강,4475.0,15.0,+0.34%,500.0,4460.0,4510.0,4445.0
1031.0,문배철강,3110.0,45.0,+1.47%,500.0,3060.0,3110.0,3020.0
1032.0,메타랩스,2555.0,45.0,+1.79%,2500.0,2530.0,2570.0,2490.0
1033.0,KBSTAR 미국단기투자등급회사채액티브,10165.0,115.0,-1.12%,0.0,10235.0,10235.0,10160.0
1034.0,SJM,4070.0,20.0,-0.49%,500.0,4090.0,4180.0,4030.0
1035.0,KODEX WTI원유선물(H),14400.0,190.0,-1.30%,0.0,14425.0,14465.0,14355.0
1036.0,신한 인버스 2X WTI원유 선물 ETN(H),100.0,0.0,0.00%,0.0,100.0,105.0,100.0
1037.0,삼정펄프,25150.0,150.0,+0.60%,5000.0,24950.0,25150.0,24650.0
1038.0,대유에이텍,540.0,10.0,-1.82%,500.0,544.0,550.0,536.0
1039.0,KBSTAR 중기우량회사채,103905.0,70.0,+0.07%,0.0,103915.0,103940.0,103880.0
1040.0,신풍제약우,28300.0,800.0,+2.91%,500.0,27650.0,28300.0,27650.0
1041.0,KBSTAR 중국본토대형주CSI100,16195.0,105.0,-0.64%,0.0,16245.0,16250.0,16095.0
1042.0,TIGER 경기방어,8420.0,35.0,+0.42%,0.0,8455.0,8455.0,8360.0
1043.0,SK케미칼우,29050.0,100.0,-0.34%,5000.0,28900.0,29500.0,28750.0
1044.0,KBSTAR 고배당,11705.0,80.0,+0.69%,0.0,11695.0,11745.0,11675.0
1045.0,GS우,34200.0,100.0,+0.29%,5000.0,34200.0,34350.0,34150.0
1046.0,히어로즈 26-09 회사채(AA-이상)액티브,50010.0,55.0,+0.11%,0.0,50005.0,50025.0,50005.0
1047.0,ARIRANG 미국S&P500(H),18465.0,275.0,+1.51%,0.0,18440.0,18485.0,18410.0
1048.0,티웨이홀딩스,546.0,7.0,+1.30%,500.0,534.0,548.0,534.0
1049.0,아센디오,702.0,12.0,+1.74%,500.0,690.0,709.0,685.0
1050.0,에쓰씨엔지니어링,1945.0,80.0,-3.95%,500.0,2010.0,2135.0,1940.0
1051.0,TIGER 차이나HSCEI,8915.0,105.0,+1.19%,0.0,8835.0,8940.0,8775.0
1052.0,대림B&Co,3630.0,25.0,+0.69%,1000.0,3590.0,3635.0,3525.0
1053.0,미래에셋맵스리츠,3010.0,10.0,-0.33%,1000.0,3020.0,3035.0,3000.0
1054.0,티에이치엔,3345.0,60.0,+1.83%,500.0,3275.0,3365.0,3220.0
1055.0,QV 코스닥 150 ETN,15030.0,50.0,+0.33%,0.0,15185.0,15185.0,15030.0
1056.0,신한 S&P500 VIX S/T 선물 ETN D,9970.0,545.0,-5.18%,0.0,10235.0,10235.0,9925.0
1057.0,성보화학,2980.0,5.0,+0.17%,500.0,2955.0,2990.0,2955.0
1058.0,범양건영,2400.0,35.0,+1.48%,1000.0,2350.0,2450.0,2345.0
1059.0,한창제지,995.0,7.0,-0.70%,500.0,1007.0,1007.0,990.0
1060.0,KB Wise 분할매매 ETN,9885.0,0.0,0.00%,0.0,9885.0,9885.0,9885.0
1061.0,솔루스첨단소재1우,7010.0,0.0,0.00%,100.0,7100.0,7100.0,6940.0
1062.0,KODEX 아시아달러채권SRI플러스액티브,50680.0,325.0,-0.64%,0.0,51005.0,51005.0,50650.0
1063.0,KODEX 차이나H레버리지(H),1785.0,70.0,+4.08%,0.0,1745.0,1790.0,1715.0
1064.0,KODEX WTI원유선물인버스(H),4600.0,55.0,+1.21%,0.0,4590.0,4620.0,4580.0
1065.0,KBSTAR 단기국공채액티브,106010.0,40.0,+0.04%,0.0,106000.0,106030.0,106000.0
1066.0,KODEX 200미국채혼합,12105.0,30.0,-0.25%,0.0,12135.0,12175.0,12095.0
1067.0,HANARO e커머스,10945.0,180.0,+1.67%,0.0,10820.0,11005.0,10810.0
1068.0,IHQ,239.0,0.0,0.00%,500.0,0.0,0.0,0.0
1069.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),57485.0,3520.0,+6.52%,0.0,57265.0,57530.0,56530.0
1070.0,부국증권우,18950.0,90.0,-0.47%,5000.0,19040.0,19040.0,18950.0
1071.0,신세계건설,14190.0,140.0,+1.00%,5000.0,13950.0,14280.0,13950.0
1072.0,대신 인버스 천연가스 선물 ETN(H),7085.0,255.0,+3.73%,0.0,7045.0,7085.0,7005.0
1073.0,KODEX Fn성장,14495.0,340.0,+2.40%,0.0,14415.0,14495.0,14380.0
1074.0,SJM홀딩스,3785.0,35.0,+0.93%,500.0,3750.0,3815.0,3740.0
1075.0,키움 미국달러선물 ETN,11265.0,90.0,-0.79%,0.0,11290.0,11290.0,11265.0
1076.0,비상교육,4300.0,0.0,0.00%,500.0,4300.0,4340.0,4290.0
1077.0,KODEX 2차전지산업레버리지,9905.0,595.0,+6.39%,0.0,9530.0,9945.0,9115.0
1078.0,일진디스플,1075.0,25.0,-2.27%,500.0,1126.0,1126.0,1075.0
1079.0,TIGER 일본TOPIX(합성 H),19150.0,15.0,-0.08%,0.0,19175.0,19250.0,19110.0
1080.0,진양폴리,5510.0,80.0,-1.43%,500.0,5580.0,5760.0,5430.0
1081.0,QV 레버리지 S&P500 ETN,27485.0,595.0,+2.21%,0.0,27590.0,27590.0,27485.0
1082.0,세원이앤씨,1270.0,0.0,0.00%,500.0,0.0,0.0,0.0
1083.0,삼일씨엔에스,4300.0,30.0,+0.70%,1000.0,4250.0,4325.0,4200.0
1084.0,현대건설우,51800.0,700.0,-1.33%,5000.0,52300.0,52300.0,51700.0
1085.0,대한방직,10280.0,120.0,+1.18%,1000.0,10120.0,10290.0,10120.0
1086.0,KODEX 차이나2차전지MSCI(합성),6640.0,5.0,+0.08%,0.0,6620.0,6670.0,6530.0
1087.0,계양전기,1996.0,4.0,-0.20%,500.0,2000.0,2000.0,1983.0
1088.0,HANARO 단기채권액티브,104090.0,65.0,+0.06%,0.0,104090.0,104090.0,104090.0
1089.0,선도전기,3000.0,0.0,0.00%,500.0,0.0,0.0,0.0
1090.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),53805.0,0.0,0.00%,0.0,53805.0,53805.0,53805.0
1091.0,TIMEFOLIO 글로벌AI인공지능액티브,13660.0,480.0,+3.64%,0.0,13710.0,13765.0,13610.0
1092.0,대림통상,3510.0,45.0,+1.30%,1000.0,3465.0,3540.0,3425.0
1093.0,갤럭시아에스엠,1938.0,35.0,+1.84%,500.0,1884.0,1939.0,1884.0
1094.0,대신 S&P 인버스 2X 천연가스 선물 ETN,53055.0,2870.0,+5.72%,0.0,52920.0,53135.0,52290.0
1095.0,TIGER 코스닥150 레버리지,14310.0,590.0,+4.30%,0.0,14065.0,14425.0,13985.0
1096.0,HANARO 글로벌럭셔리S&P(합성),18785.0,105.0,-0.56%,0.0,19285.0,19285.0,18750.0
1097.0,ARIRANG K방산Fn,10995.0,50.0,-0.45%,0.0,11060.0,11135.0,10845.0
1098.0,HANARO 32-10 국고채액티브,51200.0,185.0,+0.36%,0.0,51200.0,51325.0,51200.0
1099.0,KB 인버스 천연가스 선물 ETN,11670.0,245.0,+2.14%,0.0,11735.0,11735.0,11600.0
1100.0,미래에셋 레버리지 코스피200 선물 ETN,26185.0,895.0,+3.54%,0.0,26000.0,26190.0,26000.0
1101.0,국보,4285.0,75.0,+1.78%,5000.0,4210.0,4385.0,4210.0
1102.0,KODEX 코스닥글로벌,10430.0,335.0,+3.32%,0.0,10215.0,10430.0,10215.0
1103.0,국동,893.0,13.0,+1.48%,500.0,880.0,897.0,880.0
1104.0,키움 코스닥 150 ETN,12795.0,320.0,+2.57%,0.0,12795.0,12795.0,12795.0
1105.0,화인베스틸,1710.0,10.0,+0.59%,500.0,1699.0,1731.0,1650.0
1106.0,키움 코스피 200 ETN,10205.0,0.0,0.00%,0.0,10205.0,10205.0,10205.0
1107.0,미래에셋증권우,3620.0,0.0,0.00%,5000.0,3625.0,3645.0,3600.0
1108.0,삼성 코스닥 150 ETN,10115.0,230.0,+2.33%,0.0,10065.0,10115.0,10035.0
1109.0,원림,22000.0,800.0,+3.77%,5000.0,21200.0,22050.0,20800.0
1110.0,롯데칠성우,65200.0,200.0,+0.31%,500.0,65000.0,66200.0,64700.0
1111.0,메리츠 KAP 통안채 3개월 ETN,50475.0,0.0,0.00%,0.0,50475.0,50475.0,50475.0
1112.0,진양화학,3180.0,50.0,+1.60%,500.0,3140.0,3180.0,3105.0
1113.0,남양유업우,248500.0,500.0,-0.20%,5000.0,249000.0,249000.0,248000.0
1114.0,KBSTAR Fn컨택트대표,7825.0,5.0,-0.06%,0.0,7860.0,7860.0,7800.0
1115.0,KR모터스,513.0,19.0,-3.57%,500.0,533.0,541.0,510.0
1116.0,SOL 미국S&P500,12295.0,25.0,+0.20%,0.0,12325.0,12345.0,12280.0
1117.0,영화금속,916.0,7.0,-0.76%,500.0,923.0,929.0,906.0
1118.0,MH에탄올,6610.0,10.0,+0.15%,500.0,6600.0,6650.0,6520.0
1119.0,한국전자홀딩스,1040.0,22.0,+2.16%,500.0,1038.0,1051.0,1028.0
1120.0,TIGER 글로벌클라우드컴퓨팅INDXX,9480.0,60.0,+0.64%,0.0,9510.0,9610.0,9455.0
1121.0,삼성 레버리지 나스닥 100 ETN(H),12045.0,550.0,+4.78%,0.0,11955.0,12080.0,11940.0
1122.0,에셋플러스 글로벌플랫폼액티브,7285.0,115.0,+1.60%,0.0,7185.0,7315.0,7185.0
1123.0,케이탑리츠,999.0,1.0,-0.10%,1000.0,1004.0,1005.0,990.0
1124.0,ACE 삼성그룹섹터가중,15455.0,185.0,+1.21%,0.0,15410.0,15490.0,15380.0
1125.0,동원수산,10290.0,880.0,+9.35%,5000.0,9410.0,10700.0,9010.0
1126.0,KBSTAR 금융채액티브,100870.0,65.0,+0.06%,0.0,100850.0,100875.0,100850.0
1127.0,ACE 단기채권알파액티브,103565.0,35.0,+0.03%,0.0,103565.0,103575.0,103565.0
1128.0,평화홀딩스,3245.0,60.0,+1.88%,500.0,3190.0,3300.0,3190.0
1129.0,형지엘리트,1520.0,80.0,+5.56%,500.0,1432.0,1640.0,1432.0
1130.0,TIGER 유로스탁스50(합성 H),15115.0,110.0,+0.73%,0.0,15100.0,15170.0,15050.0
1131.0,KB 블룸버그 레버리지 천연가스 선물 ETN,18720.0,1675.0,-8.21%,0.0,18985.0,19095.0,18600.0
1132.0,KODEX 일본TOPIX100,17465.0,30.0,-0.17%,0.0,17780.0,17780.0,17430.0
1133.0,TIGER 200 에너지화학,14245.0,15.0,-0.11%,0.0,14380.0,14380.0,14150.0
1134.0,더메디팜,498.0,8.0,+1.63%,500.0,485.0,500.0,485.0
1135.0,KODEX 200롱코스닥150숏선물,7960.0,60.0,-0.75%,0.0,7975.0,8020.0,7920.0
1136.0,유엔젤,3440.0,70.0,+2.08%,500.0,3410.0,3515.0,3375.0
1137.0,ACE 인도네시아MSCI(합성),10765.0,5.0,-0.05%,0.0,10820.0,10820.0,10720.0
1138.0,TIGER 차이나전기차레버리지(합성),7130.0,65.0,-0.90%,0.0,7490.0,7490.0,6950.0
1139.0,이화산업,16030.0,40.0,+0.25%,5000.0,16040.0,16070.0,15720.0
1140.0,바다로19호,2945.0,5.0,+0.17%,5000.0,2940.0,2945.0,2930.0
1141.0,HANARO Fn K-뉴딜디지털플러스,9110.0,145.0,+1.62%,0.0,9025.0,9110.0,9005.0
1142.0,KODEX K-신재생에너지액티브,15115.0,170.0,+1.14%,0.0,14970.0,15115.0,14850.0
1143.0,DL이앤씨2우(전환),21050.0,50.0,-0.24%,5000.0,21000.0,21150.0,20800.0
1144.0,KB 레버리지 나스닥 100 ETN,14640.0,475.0,+3.35%,0.0,14670.0,14675.0,14600.0
1145.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),8950.0,35.0,-0.39%,0.0,9000.0,9020.0,8950.0
1146.0,TBH글로벌,2090.0,30.0,+1.46%,500.0,2060.0,2130.0,2055.0
1147.0,KB 레버리지 S&P 500 선물 ETN(H),10845.0,320.0,+3.04%,0.0,10820.0,10865.0,10775.0
1148.0,TIGER KRX인터넷K-뉴딜,3935.0,90.0,+2.34%,0.0,3860.0,3990.0,3860.0
1149.0,삼성 미국 대형 성장주 ETN,21585.0,50.0,+0.23%,0.0,21565.0,21595.0,21565.0
1150.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,17220.0,275.0,+1.62%,0.0,17385.0,17385.0,17045.0
1151.0,TIGER 차이나바이오테크SOLACTIVE,6085.0,75.0,+1.25%,0.0,5935.0,6125.0,5935.0
1152.0,삼성 코스피 200 ETN,8565.0,120.0,+1.42%,0.0,8560.0,8565.0,8525.0
1153.0,TRUE 코스피 200 ETN,8550.0,105.0,+1.24%,0.0,8560.0,8560.0,8550.0
1154.0,대신 인버스 2X 알루미늄 선물 ETN(H),42650.0,265.0,+0.63%,0.0,42660.0,42660.0,42650.0
1155.0,KOSEF 통안채1년,103715.0,50.0,+0.05%,0.0,103715.0,103720.0,103710.0
1156.0,TIGER 글로벌BBIG액티브,11585.0,130.0,+1.13%,0.0,11520.0,11650.0,11300.0
1157.0,파워 200,33645.0,420.0,+1.26%,0.0,33595.0,33685.0,33550.0
1158.0,유화증권우,2405.0,30.0,-1.23%,1000.0,2340.0,2410.0,2340.0
1159.0,하나 Solactive 2X US Tech Top 10 ETN(H),41865.0,2365.0,+5.99%,0.0,41570.0,41865.0,41505.0
1160.0,TIGER 인버스,5165.0,65.0,-1.24%,0.0,5160.0,5185.0,5155.0
1161.0,WISCOM,2725.0,5.0,-0.18%,500.0,2785.0,2840.0,2720.0
1162.0,신한 레버리지 S&P500 선물 ETN,20775.0,325.0,+1.59%,0.0,20825.0,20825.0,20765.0
1163.0,페이퍼코리아,873.0,13.0,+1.51%,500.0,857.0,874.0,853.0
1164.0,비비안,1389.0,1.0,-0.07%,500.0,1390.0,1414.0,1382.0
1165.0,KODEX 철강,9510.0,215.0,+2.31%,0.0,9380.0,9550.0,9285.0
1166.0,대신 레버리지 코스닥 150 선물 ETN,41180.0,2355.0,+6.07%,0.0,40690.0,41185.0,39985.0
1167.0,한성기업,6620.0,1450.0,+28.05%,5000.0,5200.0,6720.0,4995.0
1168.0,TRUE 레버리지 코스닥 150 선물 ETN,41050.0,1885.0,+4.81%,0.0,40645.0,41050.0,40285.0
1169.0,KODEX 미국달러선물인버스,8585.0,105.0,+1.24%,0.0,8525.0,8595.0,8525.0
1170.0,삼성 레버리지 코스닥150 선물 ETN,40990.0,2300.0,+5.94%,0.0,40540.0,40990.0,40345.0
